Datetime,PJME_MW,rolling_z,hour,dayofweek,day,month,quarter,year,dayofyear,weekofyear,is_weekend,hour_sin,hour_cos,month_sin,month_cos,is_holiday,lag_24h,lag_168h,rolling_mean_7d,rolling_std_7d
20020109,36417,1.1347499806156274,10,2,9,1,1,2002,9,2,0,1,9,0,0,0,36824,37035,32995.17261904762,3946.2034783041695
20020109,36529,1.164663854223645,11,2,9,1,1,2002,9,2,0,8,10,0,0,0,36504,36758,32991.494047619046,3942.70157234695
20020109,36181,1.079785420868797,12,2,9,1,1,2002,9,2,0,9,11,0,0,0,35741,36284,32990.130952380954,3941.4309759828866
20020109,35698,0.960648235338002,13,2,9,1,1,2002,9,2,0,10,12,0,0,0,35158,35548,32989.517857142855,3940.9235201023603
20020109,35342,0.8722437815776848,14,2,9,1,1,2002,9,2,0,11,13,0,0,0,34591,34978,32990.41071428572,3941.5235881031003
20020109,34750,0.7263952813286366,15,2,9,1,1,2002,9,2,0,12,14,0,0,0,34078,34304,32992.57738095238,3942.72257752402
20020109,34709,0.7155250543656863,16,2,9,1,1,2002,9,2,0,13,15,0,0,0,34006,34169,32995.232142857145,3943.7609044585224
20020109,35477,0.8996375992040906,17,2,9,1,1,2002,9,2,0,14,6,0,0,0,35270,35674,32998.44642857143,3944.943170676532
20020109,37984,1.4980901901941202,18,2,9,1,1,2002,9,2,0,15,16,0,0,0,38779,39532,32997.27380952381,3944.172313926546
20020109,38111,1.5229693543352243,19,2,9,1,1,2002,9,2,0,16,17,0,0,0,39450,40002,32988.05952380953,3930.5994677754206
20020109,37316,1.3308618059351833,20,2,9,1,1,2002,9,2,0,17,3,0,0,0,38898,39484,32976.80357142857,3913.0620401479773
20020109,36319,1.0939740337712927,21,2,9,1,1,2002,9,2,0,18,18,0,0,0,38178,38693,32963.89880952381,3895.0068983510373
20020109,34456,0.65534090758992,22,2,9,1,1,2002,9,2,0,19,19,0,0,0,36282,37016,32949.767857142855,3878.3683107938873
20020109,31626,-0.008348530333929264,23,2,9,1,1,2002,9,2,0,20,20,0,0,0,33530,34332,32934.52976190476,3867.3097829360345
20020110,29096,-0.6000559469423817,0,3,10,1,1,2002,10,2,0,21,21,0,0,0,30943,31451,32918.42261904762,3867.089707822614
20020110,27144,-1.0553985293313575,1,3,10,1,1,2002,10,2,0,0,0,0,0,0,29082,29414,32904.40476190476,3876.697235012458
20020110,26163,-1.2822353225588958,2,3,10,1,1,2002,10,2,0,1,1,0,0,0,28154,28537,32890.892857142855,3892.857860721479
20020110,25752,-1.3741198619567254,3,3,10,1,1,2002,10,2,0,2,2,0,0,0,27829,28118,32876.76190476191,3913.013587018675
20020110,25629,-1.3972933176889495,4,3,10,1,1,2002,10,2,0,3,3,0,0,0,27759,28106,32862.67857142857,3934.4424744412986
20020110,26257,-1.243820292637675,5,3,10,1,1,2002,10,2,0,4,4,0,0,0,28308,28650,32847.93452380953,3956.9513383273734
20020110,28350,-0.7490973556205218,6,3,10,1,1,2002,10,2,0,5,5,0,0,0,30169,30687,32833.69047619047,3976.412600961123
20020110,32472,0.21968091626128552,7,3,10,1,1,2002,10,2,0,4,6,0,0,0,34261,34696,32819.77976190476,3988.038131316384
20020110,34791,0.7686429099599136,8,3,10,1,1,2002,10,2,0,6,7,0,0,0,36714,37196,32806.541666666664,3985.463215257376
20020110,34403,0.6814381027561656,9,3,10,1,1,2002,10,2,0,7,8,0,0,0,36494,37436,32792.22619047619,3973.9047354881445
20020110,33905,0.5667841072608313,10,3,10,1,1,2002,10,2,0,1,9,0,0,0,36417,37323,32774.17261904762,3959.545162285679
20020110,33416,0.4532175042149697,11,3,10,1,1,2002,10,2,0,8,10,0,0,0,36529,37198,32753.82738095238,3944.7858771713854
20020110,32986,0.3531891655609234,12,3,10,1,1,2002,10,2,0,9,11,0,0,0,36181,36548,32731.315476190477,3930.036118649647
20020110,32499,0.23917740506937282,13,3,10,1,1,2002,10,2,0,10,12,0,0,0,35698,36024,32710.113095238095,3918.9146508982662
20020110,32380,0.21199580895216777,14,3,10,1,1,2002,10,2,0,11,13,0,0,0,35342,35186,32689.130952380954,3910.493124117052
20020110,31904,0.10064220063893957,15,3,10,1,1,2002,10,2,0,12,14,0,0,0,34750,34478,32672.428571428572,3905.7542925368193
20020110,31866,0.09205204376301931,16,3,10,1,1,2002,10,2,0,13,15,0,0,0,34709,34497,32657.10714285714,3903.6770843489116
20020110,32910,0.337384556121365,17,3,10,1,1,2002,10,2,0,14,6,0,0,0,35477,35807,32641.446428571428,3901.528542401399
20020110,35702,0.9926679122524674,18,3,10,1,1,2002,10,2,0,15,16,0,0,0,37984,39261,32624.20238095238,3893.848138290211
20020110,35895,1.0379096068348954,19,3,10,1,1,2002,10,2,0,16,17,0,0,0,38111,39662,32603.01785714286,3867.1139689413085
20020110,35194,0.8720604573899265,20,3,10,1,1,2002,10,2,0,17,3,0,0,0,37316,39177,32580.595238095237,3836.7406923814883
20020110,34259,0.6515901992130576,21,3,10,1,1,2002,10,2,0,18,18,0,0,0,36319,38328,32556.886904761905,3807.933425777927
20020110,32431,0.22364577564411875,22,3,10,1,1,2002,10,2,0,19,19,0,0,0,34456,36636,32532.666666666668,3783.8709904877414
20020110,29913,-0.36607074737659967,23,3,10,1,1,2002,10,2,0,20,20,0,0,0,31626,33869,32507.636904761905,3770.449429882402
20020111,27252,-0.9906246458606265,0,4,11,1,1,2002,11,2,0,21,21,0,0,0,29096,31038,32484.089285714286,3774.2476933374346
20020111,25364,-1.4352511573482785,1,4,11,1,1,2002,11,2,0,0,0,0,0,0,27144,29338,32461.553571428572,3794.1841623978594
20020111,24433,-1.655485898372697,2,4,11,1,1,2002,11,2,0,1,1,0,0,0,26163,28421,32437.89880952381,3826.0287750229936
20020111,23966,-1.7664670448101496,3,4,11,1,1,2002,11,2,0,2,2,0,0,0,25752,28145,32414.160714285714,3863.2904010078287
20020111,23928,-1.775476473741167,4,4,11,1,1,2002,11,2,0,3,3,0,0,0,25629,28122,32389.285714285714,3904.180822391096
20020111,24559,-1.6251435568171844,5,4,11,1,1,2002,11,2,0,4,4,0,0,0,26257,28637,32364.321428571428,3944.8274224699594
20020111,26612,-1.13535073235668,6,4,11,1,1,2002,11,2,0,5,5,0,0,0,28350,30540,32340.04761904762,3980.287441564906
20020111,30639,-0.16786210939834806,7,4,11,1,1,2002,11,2,0,4,6,0,0,0,32472,34579,32316.666666666668,4002.400053421038
20020111,33601,0.5544549178281075,8,4,11,1,1,2002,11,2,0,6,7,0,0,0,34791,36958,32293.214285714286,4000.6073223722706
20020111,33849,0.6229439357910441,9,4,11,1,1,2002,11,2,0,7,8,0,0,0,34403,36721,32273.23214285714,3985.5235359945646
20020111,34012,0.6709844713851587,10,4,11,1,1,2002,11,2,0,1,9,0,0,0,33905,36318,32256.136904761905,3972.4694425713074
20020111,34179,0.7194022355193278,11,4,11,1,1,2002,11,2,0,8,10,0,0,0,33416,35809,32242.410714285714,3962.3213578505347
20020111,33877,0.6506411936611157,12,4,11,1,1,2002,11,2,0,9,11,0,0,0,32986,35333,32232.708333333332,3955.5255256264254
20020111,33177,0.48212721554527216,13,4,11,1,1,2002,11,2,0,10,12,0,0,0,32499,34639,32224.041666666668,3950.2836195519144
20020111,32816,0.3968490611992938,14,4,11,1,1,2002,11,2,0,11,13,0,0,0,32380,34237,32215.339285714286,3946.5402688654663
20020111,32450,0.3108199435581657,15,4,11,1,1,2002,11,2,0,12,14,0,0,0,31904,33577,32206.880952380954,3943.703188126887
20020111,32264,0.26922765583888414,16,4,11,1,1,2002,11,2,0,13,15,0,0,0,31866,33352,32200.17261904762,3942.3169104878953
20020111,33284,0.5184457453999907,17,4,11,1,1,2002,11,2,0,14,6,0,0,0,32910,34563,32193.696428571428,3941.306950258354
20020111,35631,1.0834140770768041,18,4,11,1,1,2002,11,2,0,15,16,0,0,0,35702,37710,32186.083333333332,3937.9367867865176
20020111,35672,1.096245455838515,19,4,11,1,1,2002,11,2,0,16,17,0,0,0,35895,38263,32173.708333333332,3923.7148418214742
20020111,34829,0.9020012751715716,20,4,11,1,1,2002,11,2,0,17,3,0,0,0,35194,37539,32158.285714285714,3904.6828053113445
20020111,33588,0.6130527252596885,21,4,11,1,1,2002,11,2,0,18,18,0,0,0,34259,36762,32142.154761904763,3887.8826018291634
20020111,32373,0.3263855877916713,22,4,11,1,1,2002,11,2,0,19,19,0,0,0,32431,35368,32123.261904761905,3872.9817463605264
20020111,30386,-0.15157905257772836,23,4,11,1,1,2002,11,2,0,20,20,0,0,0,29913,33202,32105.434523809523,3864.841198897201
20020112,28222,-0.677355940494944,0,5,12,1,1,2002,12,2,1,21,21,0,0,0,27252,30924,32088.67261904762,3866.1631934370903
20020112,26248,-1.1605318451545013,1,5,12,1,1,2002,12,2,1,0,0,0,0,0,25364,28635,32072.589285714286,3876.643261123755
20020112,25198,-1.4185254473246829,2,5,12,1,1,2002,12,2,1,1,1,0,0,0,24433,27501,32058.380952380954,3893.6548426442423
20020112,24791,-1.5186080813214082,3,5,12,1,1,2002,12,2,1,2,2,0,0,0,23966,27034,32044.67261904762,3913.7979907679405
20020112,24665,-1.549118181281358,4,5,12,1,1,2002,12,2,1,3,3,0,0,0,23928,26669,32031.321428571428,3934.7629535787023
20020112,24887,-1.4934749425346314,5,5,12,1,1,2002,12,2,1,4,4,0,0,0,24559,26822,32019.39285714286,3954.1067350646927
20020112,25701,-1.2919113581761044,6,5,12,1,1,2002,12,2,1,5,5,0,0,0,26612,27399,32007.875,3972.11400929584
20020112,27096,-0.9476814396410852,7,5,12,1,1,2002,12,2,1,4,6,0,0,0,30639,28557,31997.76785714286,3986.0474937503773
20020112,28437,-0.6125327826555337,8,5,12,1,1,2002,12,2,1,6,7,0,0,0,33601,29709,31989.071428571428,3995.182504013596
20020112,29891,-0.24276642999492007,9,5,12,1,1,2002,12,2,1,7,8,0,0,0,33849,31241,31981.5,4000.730888315099
20020112,30623,-0.05209048325559283,10,5,12,1,1,2002,12,2,1,1,9,0,0,0,34012,32375,31973.464285714286,4003.5818975878155
20020112,30641,-0.04310101985204164,11,5,12,1,1,2002,12,2,1,8,10,0,0,0,34179,32490,31963.035714285714,4004.8113352631403
20020112,30059,-0.18885019947442255,12,5,12,1,1,2002,12,2,1,9,11,0,0,0,33877,31933,31952.029761904763,4005.8950175116233
20020112,29210,-0.40296471350655805,13,5,12,1,1,2002,12,2,1,10,12,0,0,0,33177,31099,31940.875,4008.5565983587485
20020112,28395,-0.607032124168257,14,5,12,1,1,2002,12,2,1,11,13,0,0,0,32816,30399,31929.630952380954,4013.578395850138
20020112,27712,-0.775859770267061,15,5,12,1,1,2002,12,2,1,12,14,0,0,0,32450,29551,31917.70238095238,4021.125655787813
20020112,27446,-0.8371428234038233,16,5,12,1,1,2002,12,2,1,13,15,0,0,0,32264,29299,31906.755952380954,4030.100018813547
20020112,28518,-0.5584932712811633,17,5,12,1,1,2002,12,2,1,14,6,0,0,0,33284,30729,31895.72619047619,4039.803786221082
20020112,31548,0.21325139968233572,18,5,12,1,1,2002,12,2,1,15,16,0,0,0,35631,33846,31882.565476190477,4047.222104376558
20020112,32283,0.401615794499561,19,5,12,1,1,2002,12,2,1,16,17,0,0,0,35672,34092,31868.886904761905,4044.4288249475917
20020112,31762,0.2731166558507717,20,5,12,1,1,2002,12,2,1,17,3,0,0,0,34829,33684,31858.119047619046,4040.8811614044093
20020112,31097,0.10776757072730744,21,5,12,1,1,2002,12,2,1,18,18,0,0,0,33588,33033,31846.678571428572,4038.400808942786
20020112,30135,-0.13462920884273405,22,5,12,1,1,2002,12,2,1,19,19,0,0,0,32373,32022,31835.154761904763,4037.7574940424165
20020112,28640,-0.514818140420562,23,5,12,1,1,2002,12,2,1,20,20,0,0,0,30386,30680,31823.92261904762,4039.8586801586166
20020113,26803,-0.9859518715659955,0,6,13,1,1,2002,13,2,1,21,21,0,0,0,28222,29011,31811.779761904763,4046.3782466888247
20020113,25052,-1.4385377629020657,1,6,13,1,1,2002,13,2,1,0,0,0,0,0,26248,27100,31798.636904761905,4059.095672898533
20020113,24007,-1.710996668941438,2,6,13,1,1,2002,13,2,1,1,1,0,0,0,25198,26097,31786.446428571428,4076.3300885876292
20020113,23441,-1.860235737282768,3,6,13,1,1,2002,13,2,1,2,2,0,0,0,24791,25793,31774.005952380954,4096.934718760436
20020113,23129,-1.943225484555999,4,6,13,1,1,2002,13,2,1,3,3,0,0,0,24665,25657,31760.005952380954,4121.440653442013
20020113,23244,-1.9150417512129265,5,6,13,1,1,2002,13,2,1,4,4,0,0,0,24887,25778,31744.958333333332,4148.383382340184
20020113,23700,-1.7982836230167116,6,6,13,1,1,2002,13,2,1,5,5,0,0,0,25701,26396,31729.875,4174.731962692847
20020113,24737,-1.5301045980801768,7,6,13,1,1,2002,13,2,1,4,6,0,0,0,27096,27143,31713.82738095238,4200.460502266628
20020113,25970,-1.2074387505230908,8,6,13,1,1,2002,13,2,1,6,7,0,0,0,28437,28059,31699.505952380954,4220.193278198702
20020113,27369,-0.8390211149680503,9,6,13,1,1,2002,13,2,1,7,8,0,0,0,29891,29379,31687.071428571428,4234.03886055757
20020113,28455,-0.5520775832856079,10,6,13,1,1,2002,13,2,1,1,9,0,0,0,30623,30744,31675.10714285714,4243.429373835158
20020113,28982,-0.4123985911651769,11,6,13,1,1,2002,13,2,1,8,10,0,0,0,30641,31051,31661.48214285714,4250.1064783748
20020113,29257,-0.3392629638969174,12,6,13,1,1,2002,13,2,1,9,11,0,0,0,30059,31040,31649.166666666668,4254.881031804567
20020113,29364,-0.3105148544833657,13,6,13,1,1,2002,13,2,1,10,12,0,0,0,29210,31139,31638.553571428572,4258.63164152415
20020113,29036,-0.39693478928195586,14,6,13,1,1,2002,13,2,1,11,13,0,0,0,28395,31233,31627.988095238095,4262.078886059604
20020113,28702,-0.4851966146193213,15,6,13,1,1,2002,13,2,1,12,14,0,0,0,27712,31375,31614.910714285714,4266.666159629641
20020113,28615,-0.5078100533040623,16,6,13,1,1,2002,13,2,1,13,15,0,0,0,27446,32003,31599,4272.546017663685
20020113,29730,-0.21319742644159492,17,6,13,1,1,2002,13,2,1,14,6,0,0,0,28518,33899,31578.833333333332,4278.619158116263
20020113,32721,0.5777235724345862,18,6,13,1,1,2002,13,2,1,15,16,0,0,0,31548,35900,31554.01785714286,4277.171495938309
20020113,33627,0.8174037605873925,19,6,13,1,1,2002,13,2,1,16,17,0,0,0,32283,35971,31535.095238095237,4264.843655287842
20020113,33337,0.7410025558750708,20,6,13,1,1,2002,13,2,1,17,3,0,0,0,31762,35306,31521.14285714286,4254.065314968782
20020113,32851,0.6123604748047652,21,6,13,1,1,2002,13,2,1,18,18,0,0,0,31097,34315,31509.42261904762,4246.280578160994
20020113,31594,0.279543348407858,22,6,13,1,1,2002,13,2,1,19,19,0,0,0,30135,32731,31500.708333333332,4241.988502970187
20020113,29545,-0.2625530927377554,23,6,13,1,1,2002,13,2,1,20,20,0,0,0,28640,30646,31493.940476190477,4240.920763064468
20020114,27659,-0.7605556810419689,0,0,14,1,1,2002,14,3,0,21,21,0,0,0,26803,28337,31487.386904761905,4243.089090397344
20020114,26059,-1.182454315899341,1,0,14,1,1,2002,14,3,0,0,0,0,0,0,25052,26862,31483.35119047619,4246.4245702022845
20020114,25487,-1.3332987620875063,2,0,14,1,1,2002,14,3,0,1,1,0,0,0,24007,25976,31478.571428571428,4252.105623616173
20020114,25363,-1.366167806734421,3,0,14,1,1,2002,14,3,0,2,2,0,0,0,23441,25641,31475.660714285714,4256.060409996213
20020114,25436,-1.3474329986666362,4,0,14,1,1,2002,14,3,0,3,3,0,0,0,23129,25666,31474.005952380954,4258.395920336146
20020114,26117,-1.1688393927372696,5,0,14,1,1,2002,14,3,0,4,4,0,0,0,23244,26328,31472.636904761905,4260.31088014901
20020114,28402,-0.5688296575979648,6,0,14,1,1,2002,14,3,0,5,5,0,0,0,23700,28267,31471.380952380954,4261.8674336106305
20020114,32754,0.5735616485135995,7,0,14,1,1,2002,14,3,0,4,6,0,0,0,24737,31938,31472.184523809523,4261.272317998722
20020114,35194,1.2114090307104726,8,0,14,1,1,2002,14,3,0,6,7,0,0,0,25970,34678,31477.041666666668,4262.271384782396
20020114,34939,1.14127078388096,9,0,14,1,1,2002,14,3,0,7,8,0,0,0,27369,35349,31480.113095238095,4264.777014936748
20020114,34515,1.0271758080401991,10,0,14,1,1,2002,14,3,0,1,9,0,0,0,28455,35542,31477.67261904762,4262.666612891382
20020114,34062,0.9059683574263571,11,0,14,1,1,2002,14,3,0,8,10,0,0,0,28982,35857,31471.559523809523,4257.536377814248
20020114,33461,0.7471891519593742,12,0,14,1,1,2002,14,3,0,9,11,0,0,0,29257,35787,31460.875,4248.708143479965
20020114,32880,0.5943108484121313,13,0,14,1,1,2002,14,3,0,10,12,0,0,0,29364,35790,31447.029761904763,4238.303331622852
20020114,32531,0.502048289140287,14,0,14,1,1,2002,14,3,0,11,13,0,0,0,29036,35594,31429.708333333332,4226.377488452743
20020114,31982,0.3569050079729345,15,0,14,1,1,2002,14,3,0,12,14,0,0,0,28702,35527,31411.47619047619,4214.896741125669
20020114,32184,0.4089737356617594,16,0,14,1,1,2002,14,3,0,13,15,0,0,0,28615,35489,31390.375,4203.026686282007
20020114,33544,0.76885381067884,17,0,14,1,1,2002,14,3,0,14,6,0,0,0,29730,36530,31370.70238095238,4191.446566291647
20020114,36206,1.4782434164141534,18,0,14,1,1,2002,14,3,0,15,16,0,0,0,32721,39140,31352.928571428572,4175.739211078581
20020114,36504,1.5585341594014364,19,0,14,1,1,2002,14,3,0,16,17,0,0,0,33627,39581,31335.464285714286,4149.026175177685
20020114,35782,1.3618387619070498,20,0,14,1,1,2002,14,3,0,17,3,0,0,0,33337,38780,31317.14880952381,4119.092674698273
20020114,34665,1.0587003253274705,21,0,14,1,1,2002,14,3,0,18,18,0,0,0,32851,37777,31299.303571428572,4092.978969822863
20020114,32740,0.5430634676301302,22,0,14,1,1,2002,14,3,0,19,19,0,0,0,31594,35997,31280.779761904763,4070.4671338473654
20020114,30005,-0.18479166460119958,23,0,14,1,1,2002,14,3,0,20,20,0,0,0,29545,33579,31261.39285714286,4055.5992166898895
20020115,27483,-0.8540659055462799,0,1,15,1,1,2002,15,3,0,21,21,0,0,0,27659,31187,31240.119047619046,4052.742092063671
20020115,25643,-1.341697771595306,1,1,15,1,1,2002,15,3,0,0,0,0,0,0,26059,29445,31218.071428571428,4063.0947772012414
20020115,24967,-1.5207382424591074,2,1,15,1,1,2002,15,3,0,1,1,0,0,0,25487,28670,31195.440476190477,4083.566479689096
20020115,24715,-1.5874809140868165,3,1,15,1,1,2002,15,3,0,2,2,0,0,0,25363,28375,31173.39880952381,4107.204884802678
20020115,24826,-1.5582082574497,4,1,15,1,1,2002,15,3,0,3,3,0,0,0,25436,28542,31151.613095238095,4131.770569022071
20020115,25630,-1.345602271632415,5,1,15,1,1,2002,15,3,0,4,4,0,0,0,26117,29261,31129.494047619046,4155.701867547803
20020115,27870,-0.7528778897903975,6,1,15,1,1,2002,15,3,0,5,5,0,0,0,28402,31348,31107.880952380954,4174.875648489841
20020115,32057,0.3544322365761581,7,1,15,1,1,2002,15,3,0,4,6,0,0,0,32754,35335,31087.178571428572,4182.294580244814
20020115,34375,0.9642437225867729,8,1,15,1,1,2002,15,3,0,6,7,0,0,0,35194,37841,31067.666666666668,4169.986713841265
20020115,34143,0.8997922927511519,9,1,15,1,1,2002,15,3,0,7,8,0,0,0,34939,37417,31047.035714285714,4144.772840929688
20020115,33509,0.7288038383996461,10,1,15,1,1,2002,15,3,0,1,9,0,0,0,34515,36824,31027.54761904762,4122.278774794341
20020115,33178,0.6388141839573723,11,1,15,1,1,2002,15,3,0,8,10,0,0,0,34062,36504,31007.815476190477,4102.25203031676
20020115,32828,0.5442302525252729,12,1,15,1,1,2002,15,3,0,9,11,0,0,0,33461,35741,30988.01785714286,4083.5514856808218
20020115,32421,0.43488766908237814,13,1,15,1,1,2002,15,3,0,10,12,0,0,0,32880,35158,30970.678571428572,4069.4088586598364
20020115,32278,0.39514357208422496,14,1,15,1,1,2002,15,3,0,11,13,0,0,0,32531,34591,30954.386904761905,4058.0075004071036
20020115,31970,0.3118014114872214,15,1,15,1,1,2002,15,3,0,12,14,0,0,0,31982,34078,30940.619047619046,4049.5102872546217
20020115,31927,0.2983597273376182,16,1,15,1,1,2002,15,3,0,13,15,0,0,0,32184,34006,30928.071428571428,4042.9913638938174
20020115,32905,0.55754612361509,17,1,15,1,1,2002,15,3,0,14,6,0,0,0,33544,35270,30915.696428571428,4036.6907116231255
20020115,35730,1.3145485863283506,18,1,15,1,1,2002,15,3,0,15,16,0,0,0,36206,38779,30901.619047619046,4025.5231248691707
20020115,36282,1.4645765013732601,19,1,15,1,1,2002,15,3,0,16,17,0,0,0,36504,39450,30883.470238095237,3996.564752317681
20020115,35694,1.3064360163429345,20,1,15,1,1,2002,15,3,0,17,3,0,0,0,35782,38898,30864.613095238095,3963.2378282082864
20020115,34953,1.1050632280241997,21,1,15,1,1,2002,15,3,0,18,18,0,0,0,34665,38178,30845.541666666668,3931.9343563549614
20020115,33278,0.6493448792900769,22,1,15,1,1,2002,15,3,0,19,19,0,0,0,32740,36282,30826.345238095237,3903.692678324385
20020115,30709,-0.048921586316505776,23,1,15,1,1,2002,15,3,0,20,20,0,0,0,30005,33530,30808.464285714286,3885.390329258152
20020116,28211,-0.7264809457996524,0,2,16,1,1,2002,16,3,0,21,21,0,0,0,27483,30943,30791.67261904762,3879.649696355496
20020116,26530,-1.1824524325300378,1,2,16,1,1,2002,16,3,0,0,0,0,0,0,25643,29082,30775.410714285714,3884.7339774832108
20020116,25750,-1.3972346376616653,2,2,16,1,1,2002,16,3,0,1,1,0,0,0,24967,28154,30760.220238095237,3896.367496754827
20020116,25472,-1.4797418168107959,3,2,16,1,1,2002,16,3,0,2,2,0,0,0,24715,27829,30745.910714285714,3910.3853950842204
20020116,25460,-1.4936943518394892,4,2,16,1,1,2002,16,3,0,3,3,0,0,0,24826,27759,30731.880952380954,3925.113923835075
20020116,26174,-1.3142856743123765,5,2,16,1,1,2002,16,3,0,4,4,0,0,0,25630,28308,30718.196428571428,3939.5218200646477
20020116,28361,-0.7372996769114285,6,2,16,1,1,2002,16,3,0,5,5,0,0,0,27870,30169,30705.494047619046,3950.763997966582
20020116,32443,0.34461307068529395,7,2,16,1,1,2002,16,3,0,4,6,0,0,0,32057,34261,30694.73214285714,3954.694707965712
20020116,34902,0.9862622383941495,8,2,16,1,1,2002,16,3,0,6,7,0,0,0,34375,36714,30683.910714285714,3947.3582537688353
20020116,34752,0.9372757538794402,9,2,16,1,1,2002,16,3,0,7,8,0,0,0,34143,36494,30673.125,3933.233319999051
20020116,34341,0.8216491947725691,10,2,16,1,1,2002,16,3,0,1,9,0,0,0,33509,36417,30662.755952380954,3920.070220404011
20020116,34223,0.7858692853503421,11,2,16,1,1,2002,16,3,0,8,10,0,0,0,33178,36529,30650.39880952381,3905.0659867608533
